"","999
075","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
128","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","13","",".",".",".",".",".",".",".","92.3","",".",".",".",".",".",".","7.7","."
"692
NURSING","Dept. Total","2443","3.622","38.0","32.5","7.6","2.6","0.5","0.2","0.1","1.2","",".","14.9","0.0","2.1","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","94","3.699","48.9","42.6","5.3","2.1",".",".",".",".","",".",".",".",".","1.1",".",".","."
"Sophomore","","56","3.664","60.7","26.8","7.1","3.6",".",".","1.8",".","",".",".",".",".",".",".",".","."
"Junior","","452","3.515","27.0","38.3","11.3","3.5","0.7",".","0.2",".","",".","19.0",".",".",".",".",".","."
"Senior","","1443","3.573","32.6","35.4","7.6","2.9","0.5","0.3",".","0.1","",".","19.3","0.1","1.0",".",".","0.1","."
"Undergraduates","","2045","3.567","32.9","36.1","8.3","3.0","0.5","0.2","0.1","0.1","",".","17.8","0.0","0.7","0.0",".","0.1","."
"Special","","14","3.431","28.6","35.7","14.3",".","7.1",".",".","7.1","",".",".",".",".",".",".","7.1","."
"Graduate","","384","3.866","65.6","13.0","3.6","0.5",".",".",".","7.0","",".",".",".","9.6","0.3",".","0.3","."
"","Dept. Total","2443","3.622","38.0","32.5","7.6","2.6","0.5","0.2","0.1","1.2","",".","14.9","0.0","2.1","0.1",".","0.2","."
