"","990
036","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","55","",".",".",".",".",".",".",".","85.5","",".",".","",".","14.5",".",".",".","."
"220
CBE","Dept. Total","1113","3.338","36.2","19.6","16.1","6.9","4.5","1.8","0.4","13.5","",".",".","",".","0.8","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.573","37.5","43.8","16.7",".","2.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","66","3.176","48.5","25.8","12.1","7.6","1.5","3.0","1.5",".","",".",".","",".",".",".",".",".","."
"Junior","","115","3.115","27.8","21.7","25.2","8.7","12.2","4.3",".",".","",".",".","",".",".",".",".",".","."
"Senior","","552","3.278","39.3","19.6","21.0","10.9","5.8","2.4","0.7",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","781","3.253","38.3","21.9","20.6","9.6","6.1","2.6","0.6",".","",".",".","",".",".","0.3",".",".","."
"Special","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","362","3.704","37.6","12.4","5.0","0.6","0.6",".",".","41.4","",".",".","",".","2.5",".",".",".","."
"","Dept. Total","1148","3.338","38.2","19.0","15.6","6.7","4.4","1.7","0.4","13.1","",".",".","",".","0.8","0.2",".",".","."
