"","990
139","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
216","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Oper&Info Mgt PhD","999
144","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"238
OTM","Dept. Total","1208","3.451","42.4","29.0","20.0","3.4","3.6","1.2","0.2","0.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.100","20.0","10.0","50.0","10.0","10.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","118","3.123","18.6","27.1","39.0","4.2","5.9","3.4","1.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","275","3.273","30.5","27.6","25.8","5.1","7.6","2.9","0.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","274","3.526","45.3","25.9","21.5","4.0","2.9","0.4",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","677","3.346","34.3","26.6","26.7","4.6","5.5","1.9","0.4",".","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.615","53.8","23.1","15.4","7.7",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","508","3.654","52.8","31.9","11.4","1.8","1.2","0.4",".","0.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","6","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","10","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1208","3.451","42.4","29.0","20.0","3.4","3.6","1.2","0.2","0.2","",".",".","",".","",".","",".",".",".","."
