"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","14126","3.618","62.0","13.2","10.1","3.6","3.4","0.8","0.5","3.5","",".","0.1","",".","2.1","0.3","0.1","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1314","3.613","71.5","12.3","7.0","3.2","3.6","1.1","1.3",".","",".",".","",".",".","0.1",".",".","."
"Sophomore","","2385","3.657","68.5","14.2","9.2","3.9","2.9","0.7","0.4",".","",".",".","",".",".","0.1","0.0","0.0","."
"Junior","","3325","3.558","60.6","15.7","11.9","4.7","5.0","1.3","0.6",".","",".",".","",".",".","0.2",".","0.1","."
"Senior","","4825","3.610","63.1","13.9","12.9","4.2","3.9","0.7","0.4","0.1","",".",".","",".","0.3","0.4","0.0","0.1","."
"Undergraduates","","11849","3.604","64.4","14.3","11.2","4.1","4.0","0.9","0.6","0.0","",".",".","",".","0.1","0.2","0.0","0.1","."
"Special","","194","3.448","38.7","6.7","11.3","1.5","4.6","1.5","1.5","16.5","",".",".","",".",".",".","5.2","12.4","."
"Graduate","","2074","3.796","50.0","7.5","3.9","0.5","0.3","0.1","0.1","22.1","",".","0.9","",".","13.5","0.4",".","0.6","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".","50.0",".",".",".","."
"Prof Yr 3","","6","4.000","83.3",".",".",".",".",".",".","16.7","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","9","3.889","66.7",".","11.1",".",".",".",".","11.1","",".",".","",".","11.1",".",".",".","."
"","College Total","14126","3.618","62.0","13.2","10.1","3.6","3.4","0.8","0.5","3.5","",".","0.1","",".","2.1","0.3","0.1","0.3","."
