"","999
081","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
090","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","9","4.000","88.9",".",".",".",".",".",".",".","",".",".","",".",".",".",".","11.1","."
"900
SOC","Dept. Total","2866","3.463","48.3","21.3","14.2","6.8","4.1","0.8","0.7","1.8","",".","0.4","",".","0.5","0.7","0.0","0.4","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","744","3.297","36.7","25.5","18.1","10.5","7.1","1.3","0.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","801","3.495","47.9","22.6","18.2","6.9","3.0","0.6","0.4",".","",".",".","",".",".","0.4",".",".","."
"Junior","","488","3.513","53.5","20.5","13.1","5.7","5.1","0.8","0.6",".","",".","0.2","",".",".","0.2",".",".","0.2"
"Senior","","467","3.480","49.9","24.0","12.0","6.4","2.8","0.6","1.9",".","",".","0.2","",".","0.9","1.1","0.2",".","."
"Undergraduates","","2500","3.435","46.0","23.3","16.0","7.6","4.6","0.9","0.8",".","",".","0.1","",".","0.2","0.4","0.0",".","0.0"
"Special","","47","3.489","25.5","14.9","8.5","2.1","4.3",".",".","23.4","",".",".","",".",".","6.4",".","14.9","."
"Graduate","","319","3.886","69.0","6.6","0.9","0.6",".",".","0.3","12.9","",".","3.1","",".","2.8","2.5",".","1.3","."
"","Dept. Total","2866","3.463","48.3","21.3","14.2","6.8","4.1","0.8","0.7","1.8","",".","0.4","",".","0.5","0.7","0.0","0.4","0.0"
