"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","32","3.031","28.1","21.9","21.9","9.4","9.4","6.3","3.1",".",".",".",".",".",".",".",".","."
"","100
002","33","3.121","39.4","27.3","12.1","3.0","6.1","3.0","9.1",".",".",".",".",".",".",".",".","."
"","100
003","34","3.265","32.4","26.5","11.8","20.6","8.8",".",".",".",".",".",".",".",".",".",".","."
"","100
004","35","3.186","28.6","25.7","22.9","5.7","14.3","2.9",".",".",".",".",".",".",".",".",".","."
"","100
005","32","3.203","31.3","31.3","9.4","9.4","15.6","3.1",".",".",".",".",".",".",".",".",".","."
"","100
007","37","3.284","29.7","27.0","27.0","8.1","5.4","2.7",".",".",".",".",".",".",".",".",".","."
"","100
008","35","2.971","22.9","28.6","20.0","11.4","8.6",".","8.6",".",".",".",".",".",".",".",".","."
"","100
009","36","3.417","36.1","30.6","19.4","8.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
010","31","3.161","32.3","9.7","29.0","16.1","12.9",".",".",".",".",".",".",".",".",".",".","."
"","100
011","29","3.069","37.9","17.2","13.8","10.3","13.8",".","6.9",".",".",".",".",".",".",".",".","."
"","100
013","32","2.984","25.0","18.8","28.1","9.4","9.4","6.3","3.1",".",".",".",".",".",".",".",".","."
"","100
014","35","3.186","34.3","20.0","20.0","5.7","17.1","2.9",".",".",".",".",".",".",".",".",".","."
"","100
015","33","3.439","45.5","21.2","24.2",".","6.1","3.0",".",".",".",".",".",".",".",".",".","."
"","100
100","29","2.948","31.0","17.2","13.8","13.8","17.2",".","6.9",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","463","3.167","32.4","23.3","19.7","9.3","10.6","2.2","2.6",".",".",".",".",".",".",".",".","."
"","211
001","28","3.107","25.0","10.7","32.1","25.0","7.1",".",".",".",".",".",".",".",".",".",".","."
"","211
002","17","2.971","23.5","17.6","17.6","23.5","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","211
003","38","3.171","28.9","13.2","34.2","15.8","5.3","2.6",".",".",".",".",".",".",".",".",".","."
"","211
004","38","3.447","28.9","39.5","26.3","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"","211
005","32","3.172","21.9","21.9","25.0","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","211
006","24","3.125","29.2","8.3","33.3","16.7","12.5",".",".",".",".",".",".",".",".",".",".","."
"","211
007","35","3.143","22.9","20.0","28.6","20.0","8.6",".",".",".",".",".",".",".",".",".",".","."
"","211
008","36","3.444","47.2","11.1","30.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","211
009","39","3.218","33.3","5.1","38.5","17.9","5.1",".",".",".",".",".",".",".",".",".",".","."
"","211
010","34","3.118","26.5","14.7","29.4","14.7","14.7",".",".",".",".",".",".",".",".",".",".","."
"","211
011","35","3.057","20.0","11.4","42.9","11.4","14.3",".",".",".",".",".",".",".",".",".",".","."
"","211
012","36","3.278","25.0","25.0","33.3","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","392","3.204","28.1","16.8","31.6","15.8","7.1","0.5",".",".",".",".",".",".",".",".",".","."
"","300
001","140","3.504","45.7","29.3","14.3","2.9","3.6","2.9",".","1.4",".",".",".",".",".",".",".","."
"","300
002","52","3.578","46.2","28.8","17.3","3.8","1.9",".",".","1.9",".",".",".",".",".",".",".","."
"","300
003","53","3.472","35.8","39.6","17.0","5.7",".",".","1.9",".",".",".",".",".",".",".",".","."
"","300
004","40","3.538","45.0","27.5","15.0","7.5","2.5",".",".","2.5",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","285","3.516","43.9","30.9","15.4","4.2","2.5","1.4","0.4","1.4",".",".",".",".",".",".",".","."
"","301
001","32","3.266","34.4","25.0","12.5","15.6","12.5",".",".",".",".",".",".",".",".",".",".","."
"","301
002","40","3.625","55.0","27.5","10.0","2.5","5.0",".",".",".",".",".",".",".",".",".",".","."
"","301
003","38","3.461","21.1","55.3","21.1",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","301
004","42","3.524","33.3","42.9","21.4",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"","301
005","40","3.638","52.5","30.0","12.5","2.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"","301
006","40","3.250","32.5","17.5","40.0","2.5","2.5","2.5","2.5",".",".",".",".",".",".",".",".","."
"","301
007","40","3.513","27.5","47.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
008","41","3.476","36.6","31.7","26.8",".","4.9",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","313","3.474","36.7","34.8","21.4","2.6","3.8","0.3","0.3",".",".",".",".",".",".",".",".","."
"","302
001","37","3.392","27.0","37.8","21.6","13.5",".",".",".",".",".",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 52 of 478"
