"L&S","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","Dept. Total","4025","3.579","48.7","26.1","10.1","4.3","2.8","0.5","0.8","3.3","",".","2.9","0.0","",".","0.3","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1032","3.563","45.2","35.6","11.6","3.8","2.7","0.4","0.6",".","",".",".",".","",".","0.2",".",".","."
"Sophomore","","764","3.604","52.7","30.1","10.5","2.6","2.1","0.9","0.9",".","",".","0.1",".","",".",".",".",".","."
"Junior","","859","3.508","48.5","25.7","12.5","6.9","3.4","0.6","1.3","0.1","",".","0.3",".","",".","0.3","0.3",".","."
"Senior","","1115","3.594","50.9","20.1","9.0","4.8","3.5","0.4","0.6","0.2","",".","10.2","0.1","",".","0.2",".",".","."
"Undergraduates","","3770","3.567","49.2","27.6","10.8","4.5","3.0","0.6","0.8","0.1","",".","3.1","0.0","",".","0.2","0.1",".","."
"Special","","46","3.600","10.9","6.5","2.2","2.2",".",".",".","76.1","",".",".",".","",".",".",".","2.2","."
"Graduate","","209","3.981","48.8","1.9",".",".",".",".",".","45.9","",".",".",".","",".","3.3",".",".","."
"","Dept. Total","4025","3.579","48.7","26.1","10.1","4.3","2.8","0.5","0.8","3.3","",".","2.9","0.0","",".","0.3","0.1","0.0","."
