"ENGINEERING PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","",""
"Engr Problem Solving I","271
001","47","3.404","17.0","53.2","23.4","6.4",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","418
001","4","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","418
002","11","4.000","90.9",".",".",".",".","",".","",".","9.1",".","",".",".","",".","","",".",".",".","."
"","418
003","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Sust Energy Challengs & Solutn","Course Total","17","4.000","94.1",".",".",".",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"","468
001","12","3.917","83.3","16.7",".",".",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","468
002","28","3.946","92.9","3.6","3.6",".",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Intro to Engineering Research","Course Total","40","3.938","90.0","7.5","2.5",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Research Proposal-Engr Physics","469
001","4","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Engineering Analysis I","547
001","23","3.587","56.5","26.1","4.3","4.3","8.7","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Research Pract-Engr Physics I","568
001","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"HPC for Apps in Engr","759
001","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"EP Graduate Seminar","920
001","9","",".",".",".",".",".","",".","",".",".",".","","100.0",".","",".","","",".",".",".","."
"347
E P","Dept. Total","143","3.588","55.9","23.8","9.1","2.8","1.4","",".","",".","0.7","",".","6.3","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","12","3.350","41.7","16.7","33.3","8.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","40","3.447","35.0","45.0","15.0","5.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","27","3.745","70.4","25.9","3.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","79","3.520","48.1","34.2","13.9","3.8",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","65","3.706","64.6","10.8","3.1","1.5","3.1","",".","",".",".","",".","16.9","",".","",".","",".",".",".","."
"","Dept. Total","145","3.588","55.2","23.4","9.0","2.8","1.4","",".","",".","0.7","",".","7.6","",".","",".","",".",".",".","."
