"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"Seminar-Art","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","914
060","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","914
078","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Ceramics","924
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
006","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
059","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
005","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
007","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
008","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
009","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
011","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
013","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
014","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
015","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
017","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
018","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
019","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
032","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
055","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
059","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
061","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
078","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
080","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
096","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","190","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
