"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Calculus&Analytic Geometry 1","Course Total","1337","2.772","26.0","10.1","23.6","5.3","21.9","9.1","3.7",".",".",".",".",".","0.3",".","0.1","."
"","222
001","278","2.688","23.0","7.6","25.9","7.2","21.6","10.4","4.0",".",".",".",".",".","0.4",".",".","."
"","222
002","352","2.640","22.7","7.4","21.9","7.1","25.0","13.1","2.6",".",".",".",".",".","0.3",".",".","."
"","222
003","282","2.642","24.8","6.7","25.2","5.0","19.9","12.8","5.3","0.4",".",".",".",".",".",".",".","."
"","222
004","247","2.575","17.4","6.9","30.4","6.5","22.3","10.9","5.3",".",".",".",".",".","0.4",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1159","2.638","22.2","7.2","25.5","6.5","22.3","11.9","4.1","0.1",".",".",".",".","0.3",".",".","."
"WES Calculus Supplement","228
071","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","234
001","292","3.127","39.0","11.0","23.6","4.1","15.8","4.5","1.7","0.3",".",".",".",".",".",".",".","."
"","234
002","337","2.837","24.3","9.2","32.3","5.6","17.2","8.6","2.7",".",".",".",".",".",".",".",".","."
"","234
003","357","2.908","27.7","14.3","26.3","5.0","14.8","7.0","4.2",".",".",".",".",".","0.6",".",".","."
"","234
004","288","2.884","28.5","10.4","28.1","6.6","15.3","6.6","4.5",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","1274","2.934","29.6","11.3","27.7","5.3","15.8","6.8","3.3","0.1",".",".",".",".","0.2",".",".","."
"","240
001","44","2.943","20.5","9.1","29.5","25.0","13.6","2.3",".",".",".",".",".",".",".",".",".","."
"","240
002","44","2.898","13.6","15.9","36.4","18.2","11.4","2.3","2.3",".",".",".",".",".",".",".",".","."
"","240
003","24","3.167","16.7","29.2","33.3","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","112","2.973","17.0","16.1","33.0","19.6","11.6","1.8","0.9",".",".",".",".",".",".",".",".","."
"","309
001","29","3.207","24.1","20.7","37.9","6.9","10.3",".",".",".",".",".",".",".",".",".",".","."
"","309
002","20","3.050","40.0","10.0","25.0",".","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","49","3.143","30.6","16.3","32.7","4.1","12.2","2.0","2.0",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","8","3.375","50.0","25.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","83","3.030","28.9","9.6","27.7","8.4","22.9",".","1.2",".",".",".",".",".","1.2",".",".","."
"","320
001","91","3.140","33.0","15.4","25.3","7.7","12.1","2.2","2.2","1.1",".",".",".",".","1.1",".",".","."
"","320
002","122","2.846","18.0","14.8","27.9","12.3","18.9","4.1","2.5",".",".",".",".",".","1.6",".",".","."
"","320
003","92","2.891","26.1","16.3","25.0","7.6","13.0","7.6","4.3",".",".",".",".",".",".",".",".","."
"","320
004","92","3.104","31.5","15.2","27.2","9.8","8.7","4.3","2.2","1.1",".",".",".",".",".",".",".","."
"","320
005","15","3.000","26.7","20.0","20.0","20.0",".","13.3",".",".",".",".",".",".",".",".",".","."
"","320
006","79","3.253","43.0","16.5","15.2","11.4","10.1","1.3","2.5",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","491","3.028","29.1","15.7","24.4","10.2","12.6","4.3","2.6","0.4",".",".",".",".","0.6",".",".","."
"Appl Mathematical Analysis","321
001","56","2.518","10.7","19.6","12.5","5.4","41.1","7.1","3.6",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","23","2.932","26.1","13.0","30.4",".","17.4","4.3","4.3","4.3",".",".",".",".",".",".",".","."
"Introductory Probability","331
001","79","2.920","34.2","8.9","19.0","6.3","13.9","8.9","3.8","1.3",".",".",".",".","3.8",".",".","."
"","340
001","117","3.081","36.8","12.0","23.1","6.0","14.5","6.0","1.7",".",".",".",".",".",".",".",".","."
"","340
002","123","3.060","27.6","11.4","27.6","11.4","12.2","4.9",".",".",".",".",".",".","4.9",".",".","."
"","340
003","94","2.947","24.5","13.8","30.9","7.4","16.0","5.3","2.1",".",".",".",".",".",".",".",".","."
"","340
004","94","3.174","31.9","16.0","27.7","5.3","14.9","1.1","1.1",".",".",".",".",".","2.1",".",".","."
"","340
005","121","3.242","33.9","18.2","25.6","11.6","6.6","3.3",".",".",".",".",".",".","0.8",".",".","."
"","340
006","93","3.016","29.0","14.0","18.3","12.9","21.5","3.2",".",".",".",".",".",".","1.1",".",".","."
"","340
007","122","3.012","29.5","11.5","34.4","5.7","9.0","7.4","2.5",".",".",".",".",".",".",".",".","."
"Elem Matrix & Linear Algebra","Course Total","764","3.079","30.6","13.7","27.0","8.6","13.1","4.6","1.0",".",".",".",".",".","1.3",".",".","."
"","341
001","34","2.879","20.6","14.7","26.5","14.7","14.7",".","5.9",".",".",".",".",".","2.9",".",".","."
"","341
002","41","3.780","78.0",".","22.0",".",".",".",".",".",".",".",".",".",".",".",".","."
