"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"899","161","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","163","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","166","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","170","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","172","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","173","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","174","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","180","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","83","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"900","001","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","002","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Seminar - Computer Science","Course Total","","68","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med
915","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","128","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","138","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","152","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","153","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","154","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","155","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","159","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","","Page 233 of 478",""
