"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"","101
001","10","3.600","60.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","101
002","13","3.577","69.2",".","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","101
003","21","3.714","66.7","19.0","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
004","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
005","24","3.771","66.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
006","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
007","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Italian","Course Total","109","3.775","75.2","11.0","10.1","0.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"","102
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","15","3.700","66.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Italian","Course Total","30","3.817","80.0","6.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","17","3.647","76.5",".","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","203
002","24","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Italian","Course Total","41","3.780","75.6","14.6","2.4","4.9","2.4",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Italian","204
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Italian Language","311
001","13","3.846","84.6","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Italian Literature & Culture I","321
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machiavelli and His World","365
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Features in�Italian�Literature","631
001","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Features in Italian Literature","731
001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Smr-Studies in Italian Lit","951
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
