"TERM : 1252","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2024-2025","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","Dept. Total","366","3.736","63.4","14.8","6.6","1.9","1.1","",".","1.1","2.7","",".",".","",".","7.1","",".","0.5","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.250","16.7","33.3","33.3","16.7",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","50","3.852","76.0","20.0","4.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","101","3.604","64.4","17.8","9.9","2.0","3.0","",".","3.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","125","3.785","76.8","12.8","5.6","3.2","0.8","",".","0.8",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","282","3.722","70.9","16.3","7.4","2.5","1.4","",".","1.4",".","",".",".","",".",".","",".",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".","",".","40.0","40.0","."
"Graduate","","79","3.824","39.2","10.1","3.8",".",".","",".",".","12.7","",".",".","",".","32.9","",".",".","1.3","."
"","Dept. Total","366","3.736","63.4","14.8","6.6","1.9","1.1","",".","1.1","2.7","",".",".","",".","7.1","",".","0.5","0.8","."
