"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","8","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","101
002","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","101
003","6","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Foundations of Officership","Course Total","17","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1A","110
001","15","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","201
001","12","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","201
002","8","3.750","75.0","12.5","",".","12.5","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Individual Leadership Studies","Course Total","20","3.900","90.0","5.0","",".","5.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2A","210
001","16","3.969","93.8","6.3","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Problem Solving","301
001","16","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 3A","310
001","16","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Management","401
001","16","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 4A","410
001","15","4.000","100.0",".","",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"644
MIL SCI","Dept. Total","131","3.975","97.7","1.5","",".","0.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.824","93.8",".","",".","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","38","3.980","97.4","2.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","29","3.989","96.6","3.4","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","47","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","130","3.975","97.7","1.5","",".","0.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","131","3.975","97.7","1.5","",".","0.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
