"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","Dept. Total","3757","3.693","67.6","18.9","6.5","3.2","1.8","0.9","0.6","0.3","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","127","3.670","67.7","15.0","7.1","4.7","3.1","0.8","1.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","641","3.710","70.4","16.8","6.2","2.7","2.0","0.8","0.9",".","",".",".","",".","",".","0.2",".",".","."
"Junior","","1242","3.703","67.2","20.2","6.6","3.0","1.4","0.6","0.7",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","1695","3.678","66.9","19.2","6.8","3.6","1.9","1.2","0.2",".","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","3705","3.691","67.6","19.0","6.6","3.3","1.8","0.9","0.6",".","",".",".","",".","",".","0.1",".",".","."
"Special","","12","3.938","41.7","8.3",".",".",".",".",".","50.0","",".",".","",".","",".",".",".",".","."
"Graduate","","39","3.906","76.9","12.8",".",".",".",".",".","10.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".","",".","100.0",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".","100.0",".",".","."
"","Dept. Total","3757","3.693","67.6","18.9","6.5","3.2","1.8","0.9","0.6","0.3","",".",".","",".","",".","0.2",".",".","."
