"","999
061","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"240
CIV ENGR","Dept. Total","1365","3.618","55.8","18.4","11.7","3.7","2.3","0.4","0.1","6.2","0.1",".","",".","0.8","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.404","40.0","40.0","10.0",".",".","10.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","96","3.789","76.0","14.6","3.1","3.1",".",".","2.1",".",".",".","",".",".","1.0",".",".","."
"Junior","","228","3.531","53.9","19.7","13.2","8.8","4.4",".",".",".",".",".","",".",".",".",".",".","."
"Senior","","655","3.572","52.5","23.5","16.2","3.7","2.9","0.8",".",".",".",".","",".",".","0.5",".",".","."
"Undergraduates","","989","3.579","55.0","21.9","14.2","4.8","2.9","0.6","0.2",".",".",".","",".",".","0.4",".",".","."
"Special","","13","3.786","84.6",".",".","15.4",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","363","3.794","57.0","9.4","5.5","0.3","0.6",".",".","23.1","0.6",".","",".","3.0","0.6",".",".","."
"","Dept. Total","1365","3.618","55.8","18.4","11.7","3.7","2.3","0.4","0.1","6.2","0.1",".","",".","0.8","0.4",".",".","."
