"","990
028","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
039","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
040","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Dissertator Research","Course Total","12","",".",".",".",".",".","",".",".",".","",".","100.0","",".","",".","",".",".",".","."
"210
B M I","Dept. Total","256","3.768","71.5","10.5","4.7","2.7","1.2","",".","0.8","1.6","",".","4.7","",".","",".","",".",".","2.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","15","3.667","66.7","20.0",".","6.7","6.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","17","3.640","64.7","17.6","5.9","5.9","5.9","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.714","57.1","28.6","14.3",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","218","3.773","71.6","9.6","4.6","2.8","0.9","",".","0.9","1.8","",".","5.5","",".","",".","",".",".","2.3","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","12","4.000","91.7",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","8.3","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","14","3.946","85.7","7.1",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","7.1","."
"","Dept. Total","256","3.768","71.5","10.5","4.7","2.7","1.2","",".","0.8","1.6","",".","4.7","",".","",".","",".",".","2.3","."
