"","990
036","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","11","",".",".",".",".",".",".",".","36.4","",".",".","",".","63.6",".",".",".","."
"130
AGROECOL","Dept. Total","144","3.663","55.6","12.5","2.8",".","3.5","0.7","1.4","2.8","",".","13.2","",".","4.9","1.4",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","2.900","35.0","20.0","10.0",".","25.0",".","10.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","27","3.685","59.3","33.3","3.7",".",".","3.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","25","3.920","84.0","16.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","11","3.859","81.8","9.1","9.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","83","3.589","63.9","21.7","4.8",".","6.0","1.2","2.4",".","",".",".","",".",".",".",".",".","."
"Special","","2","***","","","","","","","","","","",".","",".",".",".",".","100.0","."
"Graduate","","59","4.000","45.8",".",".",".",".",".",".","6.8","",".","32.2","",".","11.9","3.4",".",".","."
"","Dept. Total","144","3.663","55.6","12.5","2.8",".","3.5","0.7","1.4","2.8","",".","13.2","",".","4.9","1.4",".","1.4","."
