"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","7094","3.733","71.1","15.0","6.8","2.7","1.9","0.8","0.5","0.7","",".",".","",".","0.2","0.3","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","457","3.701","70.2","14.2","9.6","2.0","2.4","0.7","0.7",".","",".",".","",".",".","0.2",".",".","."
"Sophomore","","1259","3.708","70.8","14.4","7.7","2.8","2.2","1.0","0.8",".","",".",".","",".",".","0.3",".",".","."
"Junior","","2253","3.722","69.8","16.5","7.3","2.9","2.0","0.7","0.5",".","",".",".","",".",".","0.4",".",".","."
"Senior","","2771","3.739","72.2","15.6","6.0","3.0","1.8","0.9","0.3","0.1","",".",".","",".",".","0.1","0.0",".","."
"Undergraduates","","6740","3.726","71.0","15.5","7.0","2.9","2.0","0.8","0.5","0.0","",".",".","",".",".","0.2","0.0",".","."
"Special","","44","3.728","52.3","6.8","4.5",".","6.8",".",".","20.5","",".",".","",".",".",".","4.5","4.5","."
"Graduate","","308","3.942","75.0","3.9","2.3",".",".","0.3",".","13.6","",".",".","",".","3.9","0.6",".","0.3","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".",".","50.0",".",".","."
"","College Total","7094","3.733","71.1","15.0","6.8","2.7","1.9","0.8","0.5","0.7","",".",".","",".","0.2","0.3","0.0","0.0","."
