"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"363","003","","26","3.308","30.8","26.9","23.1","11.5","7.7",".",".",".",".",".",".",".",".",".",".","."
"363","004","","41","3.000","19.5","14.6","29.3","19.5","17.1",".",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","","148","3.348","35.1","23.6","23.6","10.8","6.8",".",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer
364","001","","140","3.329","19.3","49.3","20.0","7.9","1.4","0.7","1.4",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation
368","001","","128","3.387","27.3","32.0","32.0","7.8","0.8",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory
370","001","","73","3.418","20.5","49.3","23.3","6.8",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mechatronics
376","001","","106","3.719","67.0","18.9","10.4","0.9",".","0.9","0.9","0.9",".",".",".",".",".",".",".","."
"Orthopaedic Biomechanics
414","001","","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Injection Molding
419","003","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design
424","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting
429","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics
439","001","","42","3.393","35.7","33.3","16.7","7.1","4.8","2.4",".",".",".",".",".",".",".",".",".","."
"Intro Feedback Control
446","001","","53","3.415","41.5","13.2","37.7","1.9","5.7",".",".",".",".",".",".",".",".",".",".","."
"Internal Combustion Engines
469","001","","49","3.796","71.4","18.4","8.2","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Gas Turbine and Jet Propulsion
471","001","","33","3.333","33.3","18.2","33.3","12.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"Energy, Sustainblty, and Tech
472","001","","10","3.450","20.0","60.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Fluid Power
474","001","","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Principles-Ag Machinery
475","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"489","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"489","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","10","3.940","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"491","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"491","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","115","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","24","3.938","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
