"L&S","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Acad Present. and Discussion
344
003","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"345
002","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"345
004","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
American English Pronunciation","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
003","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
004","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"349
005","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Academic Writing for Grads","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof and Acad Writing Skills
350
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total
351
ESL","629","3.780","16.5","4.5","0.5","0.6",".",".","0.3",".",".","75.2","2.1",".","0.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Freshmen","187","3.682","8.0","3.2",".",".",".",".","0.5",".",".","85.6","2.7",".",".",".",".","."
"Sophomore","184","3.917","21.7","4.3",".",".",".",".",".",".",".","71.2","2.7",".",".",".",".","."
"Junior","91","3.663","33.0","11.0","2.2","3.3",".",".","1.1",".",".","45.1","2.2",".","2.2",".",".","."
"Senior","40","3.820","47.5","10.0","2.5","2.5",".",".",".",".",".","35.0","2.5",".",".",".",".","."
"Undergraduates","502","3.780","20.7","5.6","0.6","0.8",".",".","0.4",".",".","68.9","2.6",".","0.4",".",".","."
"Special","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Graduate","159","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Dept. Total","672","3.780","15.5","4.2","0.4","0.6",".",".","0.3",".",".","76.8","1.9",".","0.3",".",".","."
