"TERM : 1252","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2024-2025","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","",""
"HEBREW-BIBLICAL","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","",""
"Independent Study","799
021
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"Research and Thesis","990
021
2","***","","","","","","","","","",".",".",".",".",".",".   
."
"441
HEBR-BIB","Dept. Total
5","***","","","","","","","","","",".",".","40.0",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","",""
"Senior","3","***","","","","","","","","","",".",".",".",".",".",".  
."
"Undergraduates","3","***","","","","","","","","","",".",".",".",".",".",".  
."
"Graduate","2","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"","Dept. Total
5","***","","","","","","","","","",".",".","40.0",".",".",".  
."
"February 07, 2025","","","","","","","","","","","","","","","","","Page 262 of 478"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this","","","","","","","","","","","","","","","","",""
"report..","","","","","","","","","","","","","","","","",""
