"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Thry & Desgn-Progrmg Langs","538
001","38","3.118","39.5","10.5","13.2","18.4","13.2","5.3",".",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks","539
001","42","3.333","31.0","35.7","19.0","7.1","4.8",".","2.4",".",".",".",".",".",".",".",".","."
"","540
001","174","3.408","34.5","34.5","18.4","9.2","1.1","1.7","0.6",".",".",".",".",".",".",".",".","."
"","540
002","167","3.401","35.9","25.7","25.7","7.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","540
003","175","3.414","36.0","29.1","21.1","9.1","4.6",".",".",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","516","3.408","35.5","29.8","21.7","8.7","3.5","0.6","0.2",".",".",".",".",".",".",".",".","."
"Intro to Software Security","542
001","122","3.422","40.2","22.1","27.0","4.9","4.9","0.8",".",".",".",".",".",".",".",".",".","."
"","544
001","196","3.603","60.2","16.8","14.3","4.6","1.0","0.5","1.5",".",".",".",".",".","1.0",".",".","."
"","544
002","215","3.437","48.8","18.1","20.9","7.0","1.9","0.9","2.3",".",".",".",".",".",".",".",".","."
"Intro Big Data Systems","Course Total","411","3.516","54.3","17.5","17.8","5.8","1.5","0.7","1.9",".",".",".",".",".","0.5",".",".","."
"Intro-Computer Architecture","552
001","21","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","107","3.416","32.7","26.2","33.6","6.5","0.9",".",".",".",".",".",".",".",".",".",".","."
"Prob& InfoTheory in Mach Learn","561
001","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
001","207","3.568","52.2","26.6","9.7","9.7","0.5","1.0","0.5",".",".",".",".",".",".",".",".","."
"","564
002","68","3.750","61.8","27.9","8.8","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Database Mgt Systems","Course Total","275","3.613","54.5","26.9","9.5","7.6","0.4","0.7","0.4",".",".",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","242","3.959","93.8","4.1","1.2",".","0.4",".",".",".",".",".",".",".","0.4",".",".","."
"","571
001","132","3.378","24.2","40.9","25.0","5.3","3.0","0.8",".",".",".",".",".",".","0.8",".",".","."
"","571
002","203","3.334","25.1","41.9","19.7","7.9","1.5","3.0","0.5",".",".",".",".",".","0.5",".",".","."
"","571
010","50","3.780","60.0","36.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Building User Interfaces","Course Total","385","3.407","29.4","40.8","19.5","6.0","1.8","1.8","0.3",".",".",".",".",".","0.5",".",".","."
"Introduction to Bioinformatics","576
001","41","3.280","31.7","36.6","14.6","4.9","4.9","7.3",".",".",".",".",".",".",".",".",".","."
"","577
001","234","2.731","17.5","16.2","21.8","10.7","19.2","13.2","0.4",".",".",".",".",".","0.4",".","0.4","."
"","577
002","235","2.881","25.5","12.8","18.7","13.2","21.3","6.0","1.3",".",".",".",".",".","1.3",".",".","."
"","577
003","33","2.652","33.3","6.1","12.1","9.1","18.2","15.2","6.1",".",".",".",".",".",".",".",".","."
"","577
004","40","3.125","37.5","15.0","22.5","10.0","5.0","7.5","2.5",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","542","2.820","23.4","14.0","19.9","11.6","19.0","9.8","1.3",".",".",".",".",".","0.7",".","0.2","."
"Computer Sciences Capstone","620
001","105","3.875","78.1","19.0","1.0",".","1.0",".",".","1.0",".",".",".",".",".",".",".","."
"","638
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
003","12","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","22","3.864","86.4",".","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","118","3.610","58.5","20.3","14.4","1.7","3.4","1.7",".",".",".",".",".",".",".",".",".","."
"","639
005","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
006","30","3.554","50.0","20.0","13.3","3.3","6.7",".",".",".",".",".",".",".",".",".","6.7","."
"","639
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"UG Elective Topic in Computing","Course Total","163","3.616","57.7","19.6","14.1","1.8","3.7","1.2",".","0.6",".",".",".",".",".",".","1.2","."
"Intro to Computer Networks","640
001","63","3.317","30.2","34.9","12.7","12.7","9.5",".",".",".",".",".",".",".",".",".",".","."
"Intro to Information Security","642
001","53","3.491","67.9",".","18.9",".","7.5","5.7",".",".",".",".",".",".",".",".",".","."
"","681
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 07, 2025","","","","","","","","","","","","","","","","","","Page 228 of 478",""
