"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The World of Sagas","235
001","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Lt Trn:Boccaccios Decameron","255
001","","34","3.897","88.2","5.9","2.9","2.9","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Nordic Mythology","342
001","","7","3.429",".","85.7","14.3",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"633
MEDIEVAL","Dept. Total","","42","3.821","73.8","19.0","4.8","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","12","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.923","84.6","15.4",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.618","47.1","35.3","11.8","5.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","42","3.821","73.8","19.0","4.8","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","42","3.821","73.8","19.0","4.8","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
