"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","207
012","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","130","3.785","71.5","19.2","6.2","0.8","2.3",".",".",".",".",".",".",".",".",".",".","."
"The English Language","214
001","70","3.659","65.7","14.3","10.0","4.3","2.9","1.4",".","1.4",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","41","3.439","63.4","14.6","7.3","4.9","2.4",".","7.3",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","16","3.344","43.8","25.0","6.3","6.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","110","3.836","80.0","12.7","1.8","0.9",".","0.9","0.9",".",".",".",".",".","2.7",".",".","."
"Literature and Culture II","242
001","66","3.758","72.7","16.7","7.6","1.5",".",".","1.5",".",".",".",".",".",".",".",".","."
"","245
001","12","3.500","66.7",".","25.0",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","245
002","17","3.706","82.4","5.9",".","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","245
003","20","3.825","85.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","245
004","17","3.588","52.9","17.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","19","3.763","63.2","31.6",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","85","3.694","70.6","12.9","8.2","5.9",".","2.4",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248
001","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","14","3.321","42.9","35.7","7.1",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","307
004","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","15","3.667","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","307
007","13","3.038","61.5","7.7",".",".",".","30.8",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","100","3.695","75.0","15.0","3.0",".","2.0","4.0","1.0",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","26","3.660","46.2","42.3",".","7.7",".",".",".",".",".",".",".",".","3.8",".",".","."
"English Phonology","315
001","15","3.233","33.3","6.7","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","316
001","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
001","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nineteenth-Century Novel","345
001","24","3.833","87.5","4.2",".","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","350
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","350
002","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","Course Total","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern and Contemp US Lit","361
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chicana/o & Latina/o Lit","368
001","9","3.722","77.8","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Postcolonial/World Literature","379
001","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
003","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","41","3.829","75.6","14.6","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
