"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","328","3.932","74.1","4.6","1.2","0.9","",".","",".","",".","18.9","",".",".","",".","",".","0.3",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.810","72.5","7.5","5.0","2.5","",".","",".","",".","12.5","",".",".","",".","",".",".",".",".","."
"Sophomore","","74","3.977","82.4","4.1",".",".","",".","",".","",".","13.5","",".",".","",".","",".",".",".",".","."
"Junior","","86","3.969","73.3","3.5",".",".","",".","",".","",".","23.3","",".",".","",".","",".",".",".",".","."
"Senior","","108","3.943","78.7","4.6","0.9",".","",".","",".","",".","15.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","308","3.944","77.3","4.5","1.0","0.3","",".","",".","",".","16.9","",".",".","",".","",".",".",".",".","."
"Special","","21","3.647","23.8","9.5","4.8","9.5","",".","",".","",".","47.6","",".",".","",".","",".","4.8",".",".","."
"","College Total","329","3.932","73.9","4.9","1.2","0.9","",".","",".","",".","18.8","",".",".","",".","",".","0.3",".",".","."
