"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","2044","3.656","59.5","17.3","10.4","2.1","1.8","0.6","0.5","2.0","",".","4.9","",".","0.4","0.2","0.2","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","256","3.458","46.5","26.6","16.4","5.5","3.1","0.8","0.8",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","422","3.639","60.4","23.2","10.4","2.6","2.1","0.7","0.2",".","",".","0.2","",".",".",".",".",".","."
"Junior","","426","3.678","64.8","15.0","14.1","1.6","1.4","0.5","0.5",".","",".","1.9","",".",".","0.2",".",".","."
"Senior","","645","3.696","66.4","15.8","8.7","1.6","1.9","0.8","0.6","0.2","",".","4.2","",".",".",".",".",".","."
"Undergraduates","","1749","3.642","61.6","19.0","11.5","2.4","2.0","0.7","0.5","0.1","",".","2.1","",".",".","0.1",".",".","."
"Special","","19","3.514","52.6",".","5.3",".",".",".","5.3",".","",".",".","",".",".",".","26.3","10.5","."
"Graduate","","275","3.845","46.5","8.0","3.6",".","0.4",".",".","14.5","",".","23.3","",".","2.9","0.7",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","2044","3.656","59.5","17.3","10.4","2.1","1.8","0.6","0.5","2.0","",".","4.9","",".","0.4","0.2","0.2","0.1","."
