"","991
005","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
007","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
013","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","8","",".",".",".",".",".",".","",".","62.5","",".",".","",".","37.5",".",".",".","."
"888
SLAVIC","Dept. Total","271","3.754","71.2","11.4","5.2","3.3","1.5","0.4","",".","4.4","",".",".","",".","1.1","0.4","0.4","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.241","50.0",".","25.0","12.5","12.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","65","3.734","64.6","24.6","4.6","3.1","1.5",".","",".",".","",".",".","",".",".","1.5",".",".","."
"Junior","","66","3.760","81.8","6.1","4.5","6.1",".","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","74","3.743","75.7","10.8","8.1","2.7","2.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","213","3.725","73.2","13.1","6.6","4.2","1.9","0.5","",".",".","",".",".","",".",".","0.5",".",".","."
"Special","","10","",".",".",".",".",".",".","",".","70.0","",".",".","",".",".",".","10.0","20.0","."
"Graduate","","46","3.969","78.3","4.3",".",".",".",".","",".","10.9","",".",".","",".","6.5",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","271","3.754","71.2","11.4","5.2","3.3","1.5","0.4","",".","4.4","",".",".","",".","1.1","0.4","0.4","0.7","."
