"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"361","003","","54","3.269","31.5","27.8","20.4","14.8","1.9","1.9","1.9",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","","160","3.388","36.3","33.8","14.4","7.5","6.3","1.3","0.6",".",".",".",".",".",".",".",".","."
"363","001","","53","3.066","18.9","13.2","49.1",".","18.9",".",".",".",".",".",".",".",".",".",".","."
"363","002","","64","3.078","15.6","14.1","45.3","20.3","4.7",".",".",".",".",".",".",".",".",".",".","."
"363","003","","47","2.859","10.6","10.6","55.3",".","17.0",".","4.3",".",".",".",".",".","2.1",".",".","."
"Fluid Dynamics","Course Total","","164","3.012","15.2","12.8","49.4","7.9","12.8",".","1.2",".",".",".",".",".","0.6",".",".","."
"364","001","","69","2.841","1.4","14.5","40.6","37.7","5.8",".",".",".",".",".",".",".",".",".",".","."
"364","002","","74","3.135","13.5","35.1","31.1","13.5","4.1","1.4","1.4",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","","143","2.993","7.7","25.2","35.7","25.2","4.9","0.7","0.7",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation
368","001","","103","3.728","60.2","27.2","11.7",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory
370","001","","156","3.048","18.6","26.3","17.9","21.8","14.7","0.6",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design
424","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Materials Selection
437","001","","21","3.500","42.9","28.6","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics
439","001","","31","3.483","38.7","32.3","12.9","9.7","3.2",".",".",".",".",".",".",".","3.2",".",".","."
"Comptr Cntrl-Machns&Process
447","001","","10","3.600","60.0","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Redesign & Prototype Fab
449","001","","34","3.971","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Kinemtcs&Dynmcs-Machine Sys
451","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"459","001","","40","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"459","003","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computing for Apps in Eng","Course Total","","56","3.911","83.9","14.3","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appl. Thermal/Struct FE Analys
460","001","","30","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thermal Systems Modeling
461","001","","24","3.413","41.7","20.8","12.5","16.7","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Air Pollutn-Measure&Control
466","001","","18","3.250","16.7","50.0","5.6","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"Engr Princpl Off-Road Vehicles
476","001","","41","3.939","90.2","7.3","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"489","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 148 of 476",""
