"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7576","3.782","37.8","8.8","3.3","0.8","0.4","0.0","0.0","40.9","0.1","6.0","",".","1.1","0.3","0.0","0.3","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.198","31.0","20.7","27.6","13.8","3.4",".","3.4",".",".",".","",".",".",".",".",".","."
"Sophomore","","202","3.588","52.0","25.2","14.4","7.4","0.5",".",".",".",".",".","",".",".",".",".","0.5","."
"Junior","","427","3.764","73.5","13.6","7.3","3.3","1.2",".",".",".",".",".","",".",".","0.2",".","0.9","."
"Senior","","820","3.794","75.9","14.5","6.1","1.6","1.0","0.4",".",".",".",".","",".",".","0.2",".","0.2","0.1"
"Undergraduates","","1478","3.742","71.0","15.8","8.0","3.1","1.0","0.2","0.1",".",".",".","",".",".","0.2",".","0.5","0.1"
"Special","","33","3.652","48.5","9.1",".","3.0",".",".","3.0","27.3",".",".","",".",".","3.0","3.0","3.0","."
"Graduate","","1766","3.786","48.4","9.9","4.0","0.4","0.6",".","0.1","27.6",".","3.1","",".","4.7","0.5","0.1","0.8","."
"Prof Yr 1","","1268","3.759","32.4","13.6","2.8","0.4",".",".",".","33.4","0.4","16.6","",".",".",".",".",".","0.3"
"Prof Yr 2","","644","3.860","42.7","8.5","2.0",".",".",".",".","28.3","0.3","16.1","",".",".","0.3",".",".","1.7"
"Prof Yr 3","","998","3.857","1.6","0.2",".",".",".",".",".","89.9",".","8.3","",".",".",".",".",".","."
"Prof Yr 4","","1434","3.865","19.9","1.8","0.8","0.2","0.3",".",".","76.5",".","0.1","",".",".","0.3",".",".","."
"Professionals","","4344","3.820","22.7","5.9","1.4","0.2","0.1",".",".","59.9","0.2","9.2","",".",".","0.1",".",".","0.3"
"","College Total","7621","3.782","38.2","8.8","3.3","0.8","0.4","0.0","0.0","40.6","0.1","6.0","",".","1.1","0.2","0.0","0.3","0.2"
