"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.467","53.3","13.3","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
003","14","3.607","42.9","42.9","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","14","3.429","42.9","42.9","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","100
005","13","3.500","30.8","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".","7.7",".","."
"","100
006","13","3.654","46.2","46.2",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","11","3.045","36.4","9.1","9.1","18.2","27.3",".",".",".",".",".",".",".",".",".",".","."
"","100
010","15","3.433","20.0","60.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
011","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","12","3.458","66.7",".","8.3","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","100
014","13","3.500","23.1","61.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","9","3.222","33.3","22.2","33.3",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","100
017","15","3.367","40.0","26.7","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","100
018","14","3.536","42.9","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","15","3.200","6.7","60.0","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","100
020","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","14","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","15","3.267","26.7","40.0","26.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","100
024","15","3.500","40.0","40.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
025","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","13","3.458","23.1","46.2","15.4","7.7",".",".",".",".",".",".",".",".","7.7",".",".","."
"","100
027","10","3.250","30.0","50.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","100
029","14","3.286","35.7","35.7","7.1","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","100
030","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","14","3.393","28.6","35.7","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
032","13","3.385","46.2","30.8","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","100
033","14","3.346","14.3","35.7","42.9",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","100
034","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","12","3.375","33.3","58.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","100
036","15","3.333","46.7",".","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
037","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
038","15","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","13","3.269","23.1","38.5","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
040","15","3.333","40.0","26.7","26.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","100
041","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","14","3.464","28.6","50.0","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","13","3.423","23.1","46.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","15","3.167","26.7","33.3","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","100
046","14","3.786","71.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","544","3.486","40.8","35.1","13.8","5.0","3.1","0.6","1.1",".",".",".",".",".","0.4","0.2",".","."
"Intro-Digital Media Production","155
001","138","3.739","74.6","17.4","2.9",".","2.2","1.4","1.4",".",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","Page 212 of 476",""
