"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"","317
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","Course Total","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","55","3.343","50.9","14.5","10.9","5.5","10.9","5.5",".","1.8",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","25","3.580","48.0","28.0","20.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","31","3.452","45.2","19.4","22.6","6.5","6.5",".",".",".",".",".",".",".",".",".",".","."
"","340
001","37","2.676","21.6","16.2","16.2","5.4","21.6","18.9",".",".",".",".",".",".",".",".",".","."
"","340
002","67","3.567","40.3","38.8","14.9","6.0",".",".",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","Course Total","104","3.250","33.7","30.8","15.4","5.8","7.7","6.7",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","64","3.672","70.3","7.8","15.6","1.6","3.1","1.6",".",".",".",".",".",".",".",".",".","."
"","352
001","68","3.231","32.4","27.9","16.2","11.8","5.9","1.5","2.9",".",".",".",".",".","1.5",".",".","."
"","352
002","30","3.217","23.3","26.7","23.3","23.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","98","3.227","29.6","27.6","18.4","15.3","5.1","1.0","2.0",".",".",".",".",".","1.0",".",".","."
"Intro to Microprocessor Sys","353
001","78","3.244","23.1","34.6","21.8","11.5","7.7","1.3",".",".",".",".",".",".",".",".",".","."
"","354
001","33","3.333","30.3","21.2","39.4","3.0","6.1",".",".",".",".",".",".",".",".",".",".","."
"","354
002","46","3.217","23.9","21.7","34.8","13.0","6.5",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","79","3.266","26.6","21.5","36.7","8.9","6.3",".",".",".",".",".",".",".",".",".",".","."
"Electromech Energy Conversn","355
002","49","3.000","6.1","34.7","24.5","22.4","12.2",".",".",".",".",".",".",".",".",".",".","."
"","370
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","137","3.181","26.3","21.9","23.4","18.2","7.3","1.5",".",".",".",".",".",".","1.5",".",".","."
"Elec&Elec-mech Power Conver","377
001","77","3.253","19.5","29.9","35.1","13.0","2.6",".",".",".",".",".",".",".",".",".",".","."
"","399
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
027","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
080","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
098","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
100","1","***","","","","","","","","","",".",".",".",".",".",".","."
