"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","Dept. Total","1123","3.407","40.2","26.2","21.9","5.2","5.3","0.7","0.4","",".","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","89","2.949","14.6","13.5","36.0","21.3","13.5","1.1",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","229","3.129","25.3","21.4","30.1","9.6","10.0","2.2","1.3","",".","",".",".","",".","",".",".",".",".","."
"Senior","","254","3.392","40.6","22.4","23.2","3.9","9.1","0.8",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","572","3.218","30.4","20.6","28.0","8.9","10.1","1.4","0.5","",".","",".",".","",".","",".",".",".",".","."
"Special","","10","3.150","40.0","20.0","20.0","10.0",".",".","10.0","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","535","3.662","50.3","32.5","15.7","1.1","0.4",".",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".","",".","100.0",".",".","."
"Professionals","","6","4.000","83.3",".",".",".",".",".",".","",".","",".",".","",".","",".","16.7",".",".","."
"","Dept. Total","1123","3.407","40.2","26.2","21.9","5.2","5.3","0.7","0.4","",".","",".",".","",".","",".","0.1",".",".","."
