"","990
155","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
156","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
158","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","41","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"266
COMP SCI","Dept. Total","9415","3.363","40.0","20.7","19.4","6.6","4.5","2.1","1.1","3.4","0.0","1.7","0.1","0.1","0.3","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","402","3.225","35.8","23.4","18.7","7.7","6.2","3.2","2.2",".",".","2.5","0.2",".",".",".",".","."
"Sophomore","","1816","3.328","35.5","22.6","25.6","5.9","5.0","2.0","0.6","0.1",".","2.3","0.2",".","0.3","0.1",".","."
"Junior","","2340","3.296","36.2","21.7","22.8","7.6","5.0","2.6","1.3","0.0",".","2.2","0.2",".","0.4",".",".","0.0"
"Senior","","3384","3.328","39.6","21.3","19.7","8.2","5.4","2.3","1.2","0.2","0.0","1.5","0.1","0.1","0.3",".",".","0.0"
"Undergraduates","","7942","3.314","37.5","21.8","21.9","7.5","5.2","2.4","1.1","0.1","0.0","1.9","0.2","0.0","0.3","0.0",".","0.0"
"Special","","290","3.542","55.2","21.0","11.0","4.5","2.1","1.4","1.7","0.3",".","1.4",".",".",".","0.3","1.0","."
"Graduate","","1183","3.783","53.3","12.8","4.2","1.1","0.4","0.2","0.4","26.6",".","0.2",".","0.2","0.3","0.1","0.2","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","9416","3.363","40.0","20.7","19.4","6.6","4.5","2.1","1.1","3.4","0.0","1.7","0.1","0.1","0.3","0.0","0.1","0.0"
