"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"English Syntax
514","001","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL
515","001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English
520","001","","7","3.750","42.9","42.9",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Health and the Humanities
525","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic in Lit and Environment
533","001","","8","3.688","62.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"TESOL: Teaching of Reading
616","002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Writing
617","002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching Pronunciation
618","002","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Topics Theatre Perf. Rsch.
651","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit
672","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"680","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"680","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Project","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Senior Thesis
692","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","39","3.910","87.2","7.7","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Meths-Compositn Study
703","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Comp Thry II-Modern
705","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Adv Eng Phonology
709","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topc-Contmp English Linguis
713","001","","7","3.429","28.6","57.1",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing:Grad Wkshp
780","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Fiction Workshop
781","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MFA Thesis
785","144","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"One-credit Seminar
795","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 238 of 476",""
