"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"International Business","200
001","124","3.370","33.1","32.3","20.2","7.3","4.0","2.4","",".",".","",".","",".",".","",".","","0.8",".",".","."
"Comtemp Iss-Gov,Org&Enterprise","314
001","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","320
001","19","3.842","89.5",".","5.3",".","5.3",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","320
002","22","3.932","90.9","4.5","4.5",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Intercultural Communctn in Bus","Course Total","41","3.890","90.2","2.4","4.9",".","2.4",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Global Issues in Management","403
001","17","3.824","64.7","35.3",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Global Marketing Strategy","420
001","18","3.676","38.9","50.0","5.6",".",".",".","",".",".","",".","",".",".","",".","",".","5.6",".","."
"Multinational Bus Finance","445
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Latin Amer Economc Develpmt","462
001","5","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","765
025","16","3.813","75.0","12.5","12.5",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","765
026","14","3.821","64.3","35.7",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","765
040","16","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Contemporary Topics","Course Total","46","3.863","80.4","15.2","4.3",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Global Learning Experience","767
040","16","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"235
INTL BUS","Dept. Total","273","3.585","57.1","23.4","11.4","3.3","2.6","1.5","",".","",".","",".",".","",".","",".","0.4","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.000",".","42.9","28.6","14.3","14.3",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","32","3.391","28.1","40.6","15.6","12.5","3.1",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","75","3.500","44.0","28.0","18.7","1.3","5.3","1.3","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","89","3.642","61.8","21.3","9.0","2.2","1.1","3.4","",".","",".","",".",".","",".","",".",".","1.1",".","."
"Undergraduates","","203","3.527","47.8","27.6","14.3","3.9","3.4","2.0","",".","",".","",".",".","",".","",".","0.5","0.5",".","."
"Special","","7","3.600","57.1","14.3","14.3","14.3",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","62","3.933","87.1","11.3","1.6",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","273","3.585","57.1","23.4","11.4","3.3","2.6","1.5","",".","",".","",".",".","",".","",".","0.4","0.4",".","."
