"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Yiddish Lit & Culture, America","279","001","64","3.500","40.6","21.9","17.2","4.7","4.7",".",".","10.9",".",".",".",".",".",".",".","."
"Intro to Hebrew Literature","302","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Sabbath","322","001","19","3.789","78.9","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"King David","335","001","15","3.300","46.7","6.7","26.7",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"American Jewish Life of DNA","340","001","14","3.571","50.0","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"What Is Jewish Studies?","350","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Modern Hebrew Lit II","402","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Jewish Thought","423","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","432","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","432","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Int Topics: Jewish Philos&Arts","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Adv Topics in Jewish History","631","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"510
JEWISH","","Dept. Total","130","3.553","52.3","16.2","15.4","3.1","6.9",".",".","6.2",".",".",".",".",".",".",".","."
