"Asian Americans and Media","420
001","17","3.412","47.1","23.5","23.5",".",".",".","5.9",".",".","",".",".","",".","",".",".",".","."
"Hmong American Social Mvments","441
001","35","3.843","74.3","20.0","5.7",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Special Topics","540
001","18","3.722","72.2","5.6","16.7","5.6",".",".",".",".",".","",".",".","",".","",".",".",".","."
"184
ASIAN AM","Dept. Total","505","3.723","68.9","18.0","6.5","2.6","1.2","0.4","0.8","0.4","",".",".","",".","",".","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.601","60.0","20.0","6.0","8.0","2.0","2.0",".",".","",".",".","",".","",".","2.0",".",".","."
"Sophomore","","158","3.731","69.6","19.0","7.0","1.3","1.3",".","1.3",".","",".",".","",".","",".","0.6",".",".","."
"Junior","","163","3.723","71.2","16.0","6.7","2.5","1.2",".","1.2",".","",".",".","",".","",".","1.2",".",".","."
"Senior","","131","3.760","69.5","19.1","6.1","2.3","0.8","0.8",".",".","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","","502","3.723","69.1","18.1","6.6","2.6","1.2","0.4","0.8",".","",".",".","",".","",".","1.2",".",".","."
"Special","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","505","3.723","68.9","18.0","6.5","2.6","1.2","0.4","0.8","0.4","",".",".","",".","",".","1.2",".",".","."
