"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"790","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","21","",".",".",".",".",".",".",".","52.4","4.8",".",".","42.9",".",".",".","."
"822","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"822","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Envr Engr:Phy/Chem Treatmnt","Course Total","","7","3.917","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","39","",".",".",".",".",".",".",".","74.4",".",".",".","25.6",".",".",".","."
"Env Chem & Tech Grad Seminar
909","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Limnology & Marine Sci Seminar
911","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hydraulic Engr & Fluid Mech
919","001","","23","4.000","87.0",".",".",".",".",".",".","13.0",".",".",".",".",".",".",".","."
"Seminar-Envir Engineering
929","001","","20","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Geotechnical Engr
939","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Structural Engineering
949","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 124 of 476",""
