"","990
073","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
075","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","36","",".",".",".",".",".","",".","",".","88.9","",".",".","",".","11.1",".",".",".","."
"703
PATH-BIO","Dept. Total","814","3.692","44.6","12.2","7.7","0.5","0.4","",".","",".","33.7","",".",".","",".","0.5","0.4",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","9","3.786","77.8","11.1","11.1",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","15","3.962","93.3","6.7",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","25","3.903","88.0","8.0","4.0",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","60","4.000","26.7",".",".",".",".","",".","",".","66.7","",".",".","",".","6.7",".",".",".","."
"Prof Yr 1","","194","3.647","25.8","12.9","9.3","1.0",".","",".","",".","50.5","",".",".","",".",".",".",".","0.5","."
"Prof Yr 2","","378","3.616","44.2","15.3","10.8","0.5","0.8","",".","",".","27.5","",".",".","",".",".","0.8",".",".","."
"Prof Yr 3","","88","3.903","83.0","14.8","2.3",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","67","4.000","52.2",".",".",".",".","",".","",".","47.8","",".",".","",".",".",".",".",".","."
"Professionals","","727","3.679","44.7","13.2","8.4","0.6","0.4","",".","",".","32.2","",".",".","",".",".","0.4",".","0.1","."
"","Dept. Total","814","3.692","44.6","12.2","7.7","0.5","0.4","",".","",".","33.7","",".",".","",".","0.5","0.4",".","0.1","."
