"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14863","3.514","48.6","19.6","14.4","5.2","3.1","0.8","0.4","5.1","0.1","1.0","0.0","1.3","0.3","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","314","3.302","50.3","15.6","14.6","5.7","8.6","3.5","1.0",".",".",".",".",".","0.6",".",".","."
"Sophomore","","1619","3.486","57.1","16.5","14.9","5.4","3.3","1.4","0.9",".",".",".",".",".","0.2","0.3",".","."
"Junior","","2894","3.401","46.8","22.1","17.9","7.0","3.9","1.0","0.7",".",".","0.2","0.0",".","0.2","0.1",".","."
"Senior","","7072","3.505","50.3","21.8","16.1","5.9","3.5","0.8","0.4","0.0",".","0.6",".",".","0.4","0.0","0.1","."
"Undergraduates","","11899","3.473","50.4","21.0","16.4","6.1","3.7","1.0","0.5","0.0",".","0.4","0.0",".","0.3","0.1","0.0","."
"Special","","176","3.622","57.4","17.6","10.8","6.8","2.8",".",".","2.3",".",".",".",".",".","1.1","1.1","."
"Graduate","","3099","3.754","43.4","12.1","5.8","1.0","0.4","0.1","0.0","26.3","0.3","3.1","0.0","6.3","0.4","0.2","0.7","."
"Prof Yr 2","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.500","11.1","22.2","11.1",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"Professionals","","12","3.538","16.7","16.7","8.3",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"","College Total","15186","3.514","49.0","19.2","14.1","5.1","3.0","0.8","0.4","5.4","0.1","1.0","0.0","1.3","0.3","0.1","0.2","."
