"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
102","11","",".",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","18.2"
"","854
103","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
104","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
105","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
106","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","10.0"
"","854
107","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"","854
108","18","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","11.1"
"","854
109","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
110","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
111","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
112","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
113","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
114","41","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
115","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
116","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
117","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
118","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
119","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","217","",".",".",".",".",".",".",".","94.5",".",".",".",".",".",".",".","5.5"
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","862
001","13","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"","862
002","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"Institutionalized Persons","Course Total","27","",".",".",".",".",".",".",".","85.2",".",".",".",".",".",".",".","14.8"
"International Tax","870
001","8","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Trade Law","871
001","39","1.028","10.3",".","17.9",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","81","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","18","1.529","16.7",".","22.2",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","27","1.238","11.1",".","14.8",".","3.7",".",".","22.2",".",".",".",".",".",".",".","."
"","915
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
002","22","2.000","22.7",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
003","13","",".",".",".",".",".",".",".","69.2",".",".",".",".",".",".",".","30.8"
"Probs-Criminal Justice Adm","Course Total","39","2.000","12.8",".","20.5",".",".",".",".","33.3",".",".",".",".",".",".",".","10.3"
"","918
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
002","17","0.714","5.9",".","11.8",".",".",".",".","11.8",".",".",".",".","5.9",".",".","."
"","918
003","26","1.308","15.4",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","53","1.043","9.4",".","15.1",".",".",".",".","22.6",".",".",".",".","1.9",".",".","."
"Probs-Jurisprudence Seminar","922
001","10","1.100","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","928
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
