"L&S","","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
912
SPANISH","1602","3.504","55.4","15.2","15.2","3.9","5.6","1.2","0.7","1.9","",".",".","",".","0.4","0.2","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","99","3.299","48.5","12.1","19.2","3.0","15.2",".","2.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","462","3.471","51.5","21.0","15.2","3.2","6.3","1.5","0.9","0.2","",".",".","",".",".","0.2",".",".","."
"Junior","418","3.478","56.2","14.6","15.3","5.7","5.5","1.2","1.0",".","",".",".","",".",".",".","0.5",".","."
"Senior","541","3.574","60.6","13.5","16.1","3.5","4.1","1.3","0.2","0.2","",".",".","",".",".","0.6",".",".","."
"Undergraduates","1520","3.495","55.9","16.0","15.8","4.0","5.9","1.3","0.7","0.1","",".",".","",".",".","0.3","0.1",".","."
"Special","11","3.417","45.5",".","18.2","9.1","9.1",".",".","18.2","",".",".","",".",".",".",".",".","."
"Graduate","67","3.960","47.8",".","1.5",".",".",".",".","40.3","",".",".","",".","9.0",".",".","1.5","."
"Prof Yr 2","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1602","3.504","55.4","15.2","15.2","3.9","5.6","1.2","0.7","1.9","",".",".","",".","0.4","0.2","0.1","0.1","."
