"EGR","","","","","","","","","","","","","","","","","","",""
"MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","",""
"Dept. Total
636
M S & E","711","3.417","37.8","21.5","17.2","5.1","2.4","0.8","1.3","7.3","0.1","2.4","",".","3.4","0.4","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","65","2.997","30.8","10.8","32.3","9.2","10.8","4.6","1.5",".",".",".","",".",".",".",".",".","."
"Junior","177","3.294","33.9","24.9","27.1","7.9","4.0","0.6","1.7",".",".",".","",".",".",".",".",".","."
"Senior","280","3.510","46.8","29.6","14.3","4.6","1.1","0.7","1.8",".",".",".","",".",".","0.4","0.4","0.4","."
"Undergraduates","523","3.377","40.5","25.6","20.8","6.3","3.3","1.1","1.7",".",".",".","",".",".","0.2","0.2","0.2","."
"Graduate","188","3.663","30.3","10.1","6.9","1.6",".",".",".","27.7","0.5","9.0","",".","12.8","1.1",".",".","."
"Dept. Total","711","3.417","37.8","21.5","17.2","5.1","2.4","0.8","1.3","7.3","0.1","2.4","",".","3.4","0.4","0.1","0.1","."
