"","990
173","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
174","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
175","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","50","",".",".",".",".","",".","",".","",".","76.0","",".",".","",".","24.0","",".",".",".","."
"704
PATH","Dept. Total","400","3.871","18.0","2.8","0.5","0.5","",".","",".","",".","63.5","",".","11.3","",".","3.0","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","14","3.833","78.6","7.1",".","7.1","",".","",".","",".",".","",".",".","",".",".","",".",".","7.1","."
"Senior","","42","3.838","76.2","14.3","4.8","2.4","",".","",".","",".",".","",".",".","",".",".","",".",".","2.4","."
"Undergraduates","","57","3.839","77.2","12.3","3.5","3.5","",".","",".","",".",".","",".",".","",".",".","",".",".","3.5","."
"Graduate","","165","3.933","43.0","2.4",".",".","",".","",".","",".","21.2","",".","26.1","",".","7.3","",".",".",".","."
"Prof Yr 3","","88","#Num!","1.1",".",".",".","",".","",".","",".","96.6","",".","2.3","",".",".","",".",".",".","."
"Prof Yr 4","","134","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","222","#Num!","0.5",".",".",".","",".","",".","",".","98.6","",".","0.9","",".",".","",".",".",".","."
"","Dept. Total","444","3.871","26.1","2.5","0.5","0.5","",".","",".","",".","57.2","",".","10.1","",".","2.7","",".",".","0.5","."
