"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","15789","3.760","75.3","8.3","5.2","1.9","2.1","0.6","0.6","2.4","0.0","2.5","0.0","0.4","0.6","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","827","3.633","70.5","12.6","6.2","3.3","3.4","0.5","3.3",".",".",".",".",".","0.2","0.1",".","."
"Sophomore","","2453","3.729","76.8","10.5","5.9","2.3","2.5","0.8","0.7",".",".",".",".",".","0.4","0.1",".","."
"Junior","","3263","3.710","75.3","9.7","6.1","2.4","2.8","0.9","0.7","0.1",".","1.6",".",".","0.3",".","0.0","."
"Senior","","5833","3.734","75.9","8.6","6.3","2.2","2.6","0.7","0.4","0.2",".","2.7",".",".","0.4",".","0.0","."
"Undergraduates","","12376","3.721","75.5","9.5","6.2","2.4","2.7","0.8","0.7","0.1",".","1.7",".",".","0.4","0.0","0.0","."
"Special","","233","3.692","41.6","6.0","3.9","3.4","1.3","0.4","0.4","38.6",".",".",".",".",".","1.7","2.1","0.4"
"Graduate","","3155","3.946","76.4","3.8","1.4","0.2","0.0","0.0","0.1","8.5","0.1","6.1","0.0","1.9","1.4",".","0.1","0.0"
"Prof Yr 1","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.920","77.8","5.6","5.6",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","30","3.948","86.7","3.3","3.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","College Total","15794","3.760","75.2","8.3","5.2","1.9","2.1","0.6","0.6","2.4","0.0","2.5","0.0","0.4","0.6","0.0","0.1","0.0"
