"","990
071","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","67.3","",".",".","",".","32.7",".",".",".","."
"192
MICROBIO","Dept. Total","1532","3.410","48.0","14.9","19.3","6.3","5.8","1.2","0.4","2.7","",".",".","",".","1.2","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","2.718",".","23.8","33.3","23.8","9.5","9.5",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","154","3.245","34.4","23.4","20.8","11.0","7.1","1.9","1.3",".","",".",".","",".",".",".",".",".","."
"Junior","","362","3.275","39.2","17.4","24.3","10.8","5.5","1.9","0.6",".","",".",".","",".",".","0.3",".",".","."
"Senior","","763","3.469","54.1","14.0","19.3","4.2","6.8","0.8","0.3","0.1","",".",".","",".","0.1","0.3",".",".","."
"Undergraduates","","1300","3.371","46.8","16.2","21.1","7.2","6.5","1.4","0.5","0.1","",".",".","",".","0.1","0.2",".",".","."
"Special","","21","3.287","38.1","9.5","19.0","4.8","14.3",".",".","14.3","",".",".","",".",".",".",".",".","."
"Graduate","","202","3.799","56.4","7.9","7.9","1.0","0.5",".",".","17.3","",".",".","",".","8.9",".",".",".","."
"Prof Yr 2","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","9","3.889","66.7",".","11.1",".",".",".",".","22.2","",".",".","",".",".",".",".",".","."
"","Dept. Total","1532","3.410","48.0","14.9","19.3","6.3","5.8","1.2","0.4","2.7","",".",".","",".","1.2","0.2",".",".","."
