"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"489","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Biofluidics
505","001","","17","3.676","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology in Engineering Seminar
517","001","","51","",".",".",".",".",".",".",".",".",".","96.1","2.0",".",".","2.0",".","."
"Stem Cell Bioengineering
520","001","","41","3.750","58.5","29.3","9.8",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Medical Imaging Systems
530","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"545","001","","45","3.667","53.3","31.1","11.1","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","21","3.571","47.6","28.6","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Extracellular Matrices","Course Total","","66","3.636","51.5","30.3","12.1","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Engineering
560","001","","11","3.682","63.6","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Imaging in Medicine: Apps
574","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"NonIonizing Diagnostic Imaging
578","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"601","006","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Biomed Engr","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Biomed Engr
602","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Devices Ecosystem
640","001","","46","3.989","97.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Biomedical Engineering
701","001","","57","",".",".",".",".",".",".",".",".",".","98.2","1.8",".",".",".",".","."
"Biomanufact Entrepreneurship
740","001","","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","126","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","13","",".",".",".",".",".",".",".","84.6",".",".",".","15.4",".",".",".","."
"799","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","","Page 116 of 476",""
