"L&S","","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","Dept. Total","470","3.305","42.6","19.4","16.0","8.9","6.2","2.8","1.9","0.6","0.2",".","",".","",".","1.3",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.801","13.7","23.3","27.4","13.7","9.6","8.2","4.1",".",".",".","",".","",".",".",".",".","."
"Sophomore","","159","3.202","32.7","24.5","20.1","7.5","10.1","2.5","1.9",".","0.6",".","",".","",".",".",".",".","."
"Junior","","96","3.377","43.8","19.8","15.6","10.4","4.2","2.1","1.0",".",".",".","",".","",".","3.1",".",".","."
"Senior","","109","3.576","66.1","10.1","7.3","9.2","1.8","0.9","1.8",".",".",".","",".","",".","1.8",".",".","0.9"
"Undergraduates","","437","3.262","40.3","19.7","17.2","9.6","6.6","3.0","2.1",".","0.2",".","",".","",".","1.1",".",".","0.2"
"Special","","4","***","","","","","","","","","",".","",".","",".","25.0",".",".","."
"Graduate","","29","3.932","82.8","13.8",".",".",".",".",".","3.4",".",".","",".","",".",".",".",".","."
"","Dept. Total","470","3.305","42.6","19.4","16.0","8.9","6.2","2.8","1.9","0.6","0.2",".","",".","",".","1.3",".",".","0.2"
