"L&S","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
963
GEN&WS","1431","3.750","71.5","16.0","5.7","2.0","1.5","0.5","0.8","0.5","",".","0.5","",".","0.1","0.8","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","56","3.639","55.4","25.0","7.1","5.4","3.6",".",".",".","",".","3.6","",".",".",".",".",".","."
"Sophomore","408","3.746","73.0","13.7","6.4","3.2","1.7","0.2","0.7",".","",".","1.0","",".",".",".",".",".","."
"Junior","343","3.783","74.1","15.5","5.2","1.7","0.9","0.6","0.6",".","",".","0.3","",".",".","0.9","0.3",".","."
"Senior","562","3.745","71.9","16.9","5.3","1.1","1.6","0.5","1.2",".","",".",".","",".","0.2","1.1","0.2",".","."
"Undergraduates","1369","3.750","72.1","15.9","5.7","2.0","1.5","0.4","0.9",".","",".","0.5","",".","0.1","0.7","0.1",".","."
"Special","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","58","3.738","56.9","17.2","5.2","1.7",".","1.7",".","12.1","",".",".","",".",".","5.2",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1431","3.750","71.5","16.0","5.7","2.0","1.5","0.5","0.8","0.5","",".","0.5","",".","0.1","0.8","0.1",".","."
