"","990
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis Research","Course Total","15","",".",".",".",".",".",".",".","66.7","",".",".","",".","33.3",".",".",".","."
"185
ASIAN","Dept. Total","988","3.786","74.4","13.6","4.7","1.8","0.9","0.4","0.7","1.4","",".",".","",".","0.5","0.9","0.3","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.421","61.1","5.6","16.7","8.3",".",".","5.6",".","",".",".","",".",".","2.8",".",".","."
"Sophomore","","168","3.684","67.9","19.6","4.2","3.6","2.4","1.8","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","","339","3.830","78.5","15.0","5.0","0.9",".",".","0.6",".","",".",".","",".",".",".",".",".","."
"Senior","","347","3.811","78.1","12.7","4.3","1.7","1.4","0.3","0.3",".","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","890","3.778","75.6","14.6","5.1","2.0","1.0","0.4","0.7",".","",".",".","",".",".","0.6",".",".","."
"Special","","27","3.688","51.9",".","3.7",".",".",".","3.7","14.8","",".",".","",".",".",".","11.1","14.8","."
"Graduate","","71","3.965","67.6","5.6",".",".",".",".",".","14.1","",".",".","",".","7.0","5.6",".",".","."
"","Dept. Total","988","3.786","74.4","13.6","4.7","1.8","0.9","0.4","0.7","1.4","",".",".","",".","0.5","0.9","0.3","0.4","."
