"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","715
001","83","1.506","18.1",".","25.3",".","1.2",".","2.4",".",".",".",".",".",".",".",".","."
"","715
002","86","1.651","19.8",".","25.6",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"","715
003","85","1.129","12.9",".","18.8",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","254","1.429","16.9",".","23.2",".","2.8",".","0.8",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","32","1.182","3.1",".","9.4",".",".",".",".","46.9",".",".",".",".",".",".",".","18.8"
"","723
001","19","1.579","15.8",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","20","0.400","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","19","1.368","10.5",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","19","1.632","15.8",".","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","723
005","17","1.588","17.6",".","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","19","0.526","5.3",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","18","1.222","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","19","0.316",".",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","19","1.263","15.8",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","18","1.333","16.7",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","20","0.600","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","19","0.947","15.8",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","17","1.588","23.5",".","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","243","1.091","14.0",".","16.9",".","1.2",".",".",".",".",".",".",".",".",".",".","."
"","724
001","57","1.456","14.0",".","26.3",".","5.3",".","1.8",".",".",".",".",".",".",".",".","."
"","724
002","61","1.377","18.0",".","19.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","724
003","58","1.862","17.2",".","37.9",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"","724
004","71","0.690","5.6",".","15.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","247","1.312","13.4",".","24.3",".","2.4",".","0.4",".",".",".",".",".",".",".",".","."
"","725
001","79","1.013","11.4",".","15.2",".","2.5",".",".","5.1",".",".",".",".",".",".",".","."
"","725
002","40","0.846","10.0",".","12.5",".","2.5",".",".","2.5",".",".",".",".",".",".",".","."
"","725
003","44","0.818","6.8",".","15.9",".","2.3","2.3","4.5",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","163","0.918","9.8",".","14.7",".","2.5","0.6","1.2","3.1",".",".",".",".",".",".",".","."
"","731
001","83","0.928","12.0",".","13.3",".","2.4",".",".","1.2",".",".",".",".",".",".",".","."
"","731
002","63","0.846","17.5",".","4.8",".",".",".",".","1.6",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","146","0.893","14.4",".","9.6",".","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"","740
001","53","1.059","17.0",".","9.4",".","1.9","1.9",".","3.8",".",".",".",".",".",".",".","."
"","740
002","87","1.012","11.5",".","17.2",".",".",".","1.1","3.4",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","140","1.030","13.6",".","14.3",".","0.7","0.7","0.7","3.6",".",".",".",".",".",".",".","."
"Taxation I","742
001","54","2.214","22.2",".","27.8",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","743
001","11","",".",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","18.2"
"","743
002","12","",".",".",".",".",".",".",".","83.3","8.3",".",".",".",".",".",".","8.3"
"","743
003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","743
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Negotiations","Course Total","37","",".",".",".",".",".",".",".","89.2","2.7",".",".",".",".",".",".","8.1"
"Administrative Law","744
001","57","1.217","15.8","1.8","12.3",".","3.5",".",".","7.0",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","Page 367 of 476",""
