"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"Literatures of Native America","Course Total","14","3.429","42.9","28.6","7.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","173
001","22","3.595","63.6","13.6","13.6",".",".",".","4.5",".",".",".",".",".",".",".","4.5","."
"","174
001","28","3.648","71.4","10.7","3.6","7.1",".",".","3.6",".",".",".",".",".","3.6",".",".","."
"","174
002","25","3.660","72.0","12.0","12.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","Course Total","53","3.654","71.7","11.3","7.5","3.8",".",".","3.8",".",".",".",".",".","1.9",".",".","."
"Topics in Literature and Film","176
001","224","3.837","88.8","6.3","0.9","0.4","1.3",".","2.2",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","177
002","26","3.654","42.3","46.2","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","178
001","218","3.929","89.0","8.7","0.9",".","0.9",".",".",".",".",".",".",".",".","0.5",".","."
"","182
001","19","3.611","31.6","52.6","10.5",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","182
002","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","39","3.803","64.1","28.2","5.1",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"Writing Studio","200
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","18","3.806","88.9",".",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","19","3.737","63.2","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","110","3.923","91.8","4.5","0.9","1.8","0.9",".",".",".",".",".",".",".",".",".",".","."
"Writing, Rhetoric, & Literacy","204
001","30","3.793","63.3","26.7","6.7",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"","207
002","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
005","15","3.733","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","207
006","14","3.679","85.7",".",".","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"","207
007","16","3.719","87.5","6.3",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","207
008","16","3.667","68.8","12.5","6.3",".",".","6.3",".",".",".",".",".",".","6.3",".",".","."
"","207
009","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
010","15","3.500","53.3","20.0",".","6.7","13.3",".",".",".",".",".",".",".","6.7",".",".","."
"Intro to Creative Writing","Course Total","140","3.797","84.3","7.1","1.4","1.4","1.4","1.4","1.4",".",".",".",".",".","1.4",".",".","."
"Literature and Culture I","241
001","137","3.419","52.6","21.2","14.6","3.6","0.7","0.7","5.8",".",".",".",".",".","0.7",".",".","."
"Literature and Culture II","242
001","110","3.584","60.9","17.3","11.8","1.8","1.8","0.9","2.7","1.8",".",".",".",".","0.9",".",".","."
"American Literary Cultures","243
002","24","3.354","25.0","58.3","4.2","4.2",".","8.3",".",".",".",".",".",".",".",".",".","."
"","245
001","20","3.450","80.0",".","5.0",".","5.0",".","10.0",".",".",".",".",".",".",".",".","."
"","245
002","16","3.188","43.8","18.8","12.5","6.3","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","245
003","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
006","18","3.778","72.2","22.2",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","73","3.596","71.2","13.7","4.1","1.4","5.5",".","4.1",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","14","3.643","85.7",".","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","Page 236 of 476",""
