"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","202
001","258","3.241","39.5","20.5","14.0","14.0","5.4","2.7","2.7",".",".",".",".",".","1.2",".",".","."
"","202
002","176","3.560","53.4","23.9","10.2","6.8","4.0","1.1",".",".",".",".",".",".","0.6",".",".","."
"","202
003","225","2.658","19.1","16.4","18.7","13.8","14.2","12.9","4.9",".",".",".",".",".",".",".",".","."
"","202
004","271","2.602","18.5","16.6","16.6","17.0","11.1","12.9","7.0",".",".",".",".",".","0.4",".",".","."
"","202
005","25","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
006","12","3.542","66.7","8.3","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","202
007","18","3.028","27.8","22.2","11.1","16.7","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","985","3.012","32.7","19.0","14.6","13.0","8.9","7.5","3.8",".",".",".",".",".","0.5",".",".","."
"","210
001","57","3.114","43.9","3.5","19.3","5.3","24.6","3.5",".",".",".",".",".",".",".",".",".","."
"","210
002","67","2.724","29.9","6.0","11.9","16.4","25.4","4.5","6.0",".",".",".",".",".",".",".",".","."
"","210
003","64","2.859","25.0","9.4","32.8","9.4","12.5","6.3","4.7",".",".",".",".",".",".",".",".","."
"","210
004","47","2.217","4.3","8.5","14.9","17.0","38.3","6.4","8.5",".",".",".",".",".","2.1",".",".","."
"","210
005","66","3.227","42.4","7.6","30.3","1.5","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","301","2.860","30.2","7.0","22.3","9.6","21.9","5.0","3.7",".",".",".",".",".","0.3",".",".","."
"","225
001","103","3.180","16.5","28.2","35.9","15.5","2.9","1.0",".",".",".",".",".",".",".",".",".","."
"","225
002","67","3.478","44.8","19.4","26.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","225
003","66","3.182","21.2","19.7","43.9","7.6","6.1","1.5",".",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","236","3.265","25.8","23.3","35.6","10.2","4.2","0.8",".",".",".",".",".",".",".",".",".","."
"Topics-Psych: Study Abroad","310
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Psychology","Course Total","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","30","3.750","66.7","20.0","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Psychology","399
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Psychology of Personality","403
001","219","3.194","25.6","32.0","16.0","13.7","8.7","2.7","0.5",".",".",".",".",".",".",".","0.9","."
"Abnormal Psychology","405
001","442","3.407","47.5","15.6","23.3","6.1","4.5","1.8","1.1",".",".",".",".",".",".",".",".","."
"Primates and Us","450
001","132","3.171","25.8","28.0","17.4","15.9","7.6","1.5","1.5","0.8",".",".",".",".","0.8","0.8",".","."
"","454
001","418","3.070","22.5","27.0","21.3","10.8","13.2","3.1","1.4","0.2",".",".",".",".","0.5",".",".","."
"","454
002","25","3.540","44.0","24.0","28.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","Course Total","443","3.105","23.7","26.9","21.7","10.4","12.4","2.9","1.4","0.2",".",".",".",".","0.5",".",".","."
"","456
001","271","3.441","45.4","24.4","17.0","6.3","4.1","2.6","0.4",".",".",".",".",".",".",".",".","."
"","456
002","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Psychology","Course Total","286","3.473","47.2","24.1","16.1","5.9","3.8","2.4","0.3",".",".",".",".",".",".",".",".","."
"Child Development","460
001","282","3.156","27.3","25.9","24.1","9.6","8.2","3.2","1.8",".",".",".",".",".",".",".",".","."
"Adult Developmnt & Aging","464
001","386","3.642","68.1","11.4","7.0","3.6","2.8","2.8","0.5",".",".",".",".",".","0.3","3.4",".","."
"","501
001","111","3.409","40.5","30.6","12.6","7.2","5.4","1.8","0.9",".",".",".",".",".","0.9",".",".","."
"","501
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Depth Topic in Social Science","Course Total","112","3.413","41.1","30.4","12.5","7.1","5.4","1.8","0.9",".",".",".",".",".","0.9",".",".","."
"Hormones, Brain, and Behavior","513
001","159","3.671","66.7","15.7","8.8","3.1","3.8","1.3",".",".",".",".",".",".","0.6",".",".","."
"Hum Thought:Concpts,Lang,Cult","521
001","128","3.122","39.1","13.3","16.4","12.5","12.5","1.6","3.9",".",".",".",".",".","0.8",".",".","."
"July 21, 2023","","","","","","","","","","","","","","","","","","Page 325 of 476",""
