"","990
057","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
070","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
083","","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","","16","",".",".",".",".","",".","",".","",".","87.5","",".",".","",".","12.5","",".",".",".","."
"362
M&ENVTOX","Dept. Total","","59","3.900","64.4","6.8","1.7",".","",".","",".","",".","23.7","",".",".","",".","3.4","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","9","3.833","77.8","11.1","11.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","9","3.833","77.8","11.1","11.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","48","3.930","62.5","6.3",".",".","",".","",".","",".","27.1","",".",".","",".","4.2","",".",".",".","."
"Prof Yr 2","","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","","59","3.900","64.4","6.8","1.7",".","",".","",".","",".","23.7","",".",".","",".","3.4","",".",".",".","."
