"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","","","",""
"799","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","006","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","021","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","029","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","030","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","035","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","050","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"799","055","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","16","4.000","93.8",".",".",".","",".","",".","",".",".","",".",".",".",".","6.3",".",".","."
"800","001","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"800","002","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Spec Topics-Art History","Course Total","8","3.750","62.5","25.0","12.5",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"Vis Cult: Topics in Vis Cult
802","001","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Islamic Art
810","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Grad Smr-20th C Europn Art
856","001","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","021","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","029","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","035","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","042","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","050","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".","",".","",".","",".","87.5","",".",".",".","12.5",".",".",".","."
