"","990
091","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
092","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
093","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","94","",".",".",".",".",".",".",".","47.9","1.1",".","",".","51.1",".",".",".","."
"200
BIOCHEM","Dept. Total","1505","3.558","59.1","10.8","12.1","4.0","4.9","1.2","0.5","3.6","0.1",".","",".","3.3","0.3",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.563","75.0",".","12.5",".","6.3","6.3",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","76","3.394","64.5","10.5","10.5","2.6","6.6","3.9","1.3",".",".",".","",".",".",".",".",".","."
"Junior","","366","3.563","60.9","13.4","13.1","4.6","5.7","1.4","0.3",".",".",".","",".",".","0.5",".",".","."
"Senior","","743","3.561","61.2","12.1","12.8","5.2","5.9","1.1","0.5","0.3",".",".","",".","0.1","0.4",".",".","0.3"
"Undergraduates","","1201","3.553","61.5","12.2","12.7","4.8","5.9","1.4","0.5","0.2",".",".","",".","0.1","0.4",".",".","0.2"
"Special","","29","3.377","31.0","6.9","34.5",".","3.4",".",".","20.7",".",".","",".",".",".",".","3.4","."
"Graduate","","272","3.642","51.5","4.8","7.0","0.7","0.7","0.4","0.4","16.5","0.4",".","",".","17.6",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1505","3.558","59.1","10.8","12.1","4.0","4.9","1.2","0.5","3.6","0.1",".","",".","3.3","0.3",".","0.1","0.1"
