"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
003","17","3.206","35.3","5.9","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.294","23.5","23.5","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","17","3.147","23.5","11.8","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
006","16","3.250","25.0","31.3","18.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.250","27.8","27.8","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.528","50.0","11.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.278","44.4",".","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.125","18.8","12.5","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
011","17","3.088","17.6","29.4","23.5","23.5",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.294","35.3",".","52.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.306","16.7","38.9","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","16","3.406","37.5","31.3","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.088","11.8","29.4","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
016","12","3.208","16.7","41.7","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
017","12","3.000","16.7",".","58.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
018","15","3.400","46.7","13.3","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","18","3.472","55.6","16.7","16.7",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","344
020","18","3.194","27.8","22.2","22.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
021","15","3.433","46.7","20.0","20.0",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
022","13","3.269","38.5","7.7","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","344
023","13","3.308","23.1","23.1","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
024","18","3.361","33.3","27.8","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
025","17","3.147","29.4","5.9","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
026","17","3.324","41.2","17.6","11.8","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
027","17","3.088","17.6","17.6","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
028","14","3.107","28.6",".","50.0","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
029","17","3.382","35.3","23.5","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
030","17","3.324","41.2","5.9","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
031","17","3.147","29.4","23.5","23.5","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","344
032","16","3.219","18.8","31.3","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
033","15","3.233","40.0",".","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
034","16","3.063","25.0","12.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
037","16","3.375","37.5","18.8","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
039","18","3.500","50.0","5.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
040","16","3.313","31.3","31.3","18.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","602","3.260","31.6","17.6","29.4","15.1","5.8","0.5",".",".",".",".",".",".",".",".",".","."
"","345
001","209","2.764","19.1","12.0","22.0","10.0","30.6","4.3","1.4",".",".",".",".",".","0.5",".",".","."
"","345
002","196","2.879","25.0","10.7","25.0","9.2","23.5","4.1","2.0",".",".",".",".",".","0.5",".",".","."
"","345
003","184","2.793","25.0","4.9","26.1","9.2","28.3","4.3","2.2",".",".",".",".",".",".",".",".","."
"","345
004","50","3.730","70.0","10.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","345
005","140","2.761","22.9","10.0","21.4","9.3","28.6","5.0","2.9",".",".",".",".",".",".",".",".","."
"","345
006","203","2.921","28.6","7.4","25.6","7.4","27.1","2.5","1.5",".",".",".",".",".",".",".",".","."
"Organic Chemistry II","Course Total","982","2.874","26.5","9.1","23.7","8.8","26.2","3.8","1.8",".",".",".",".",".","0.2",".",".","."
