"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"","990
146","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"PhD Thesis-Management","Course Total","8","",".",".",".",".",".",".",".","37.5","",".",".","",".","62.5","",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","999
061","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"236
M H R","Dept. Total","2047","3.557","46.7","30.0","15.3","5.1","1.9","0.2","0.1","0.3","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.311","44.0","20.0","20.0","12.0","4.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","227","3.425","40.5","25.1","19.4","11.5","3.1","0.4",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","519","3.453","36.8","32.2","20.8","7.5","2.1","0.4","0.2",".","",".",".","",".",".","",".",".",".","."
"Senior","","626","3.577","50.2","27.6","14.2","5.0","2.4","0.2","0.3","0.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1397","3.503","43.5","28.8","17.6","7.1","2.4","0.3","0.2","0.1","",".",".","",".",".","",".",".",".","."
"Special","","28","3.474","35.7","39.3","7.1",".","10.7",".",".","7.1","",".",".","",".",".","",".",".",".","."
"Graduate","","610","3.709","53.9","32.8","10.8","0.8","0.3",".",".","0.5","",".",".","",".","0.8","",".",".",".","."
"Prof Yr 2","","5","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","12","3.909","75.0","16.7",".",".",".",".",".","8.3","",".",".","",".",".","",".",".",".","."
"","Dept. Total","2047","3.557","46.7","30.0","15.3","5.1","1.9","0.2","0.1","0.3","",".",".","",".","0.2","",".",".",".","."
