"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","Dept. Total","1472","3.866","87.5","5.4","2.1","1.2","1.4","0.3","0.7","",".","",".",".","",".","",".","0.8","0.5","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","315","3.802","81.3","6.3","3.8","2.2","1.3","0.6","1.6","",".","",".",".","",".","",".","1.0","1.9",".","."
"Sophomore","","496","3.863","89.9","4.4","1.2","0.4","1.8","0.6","0.6","",".","",".",".","",".","",".","0.6","0.4",".","."
"Junior","","387","3.895","88.1","6.7","1.3","0.8","1.8",".","0.3","",".","",".",".","",".","",".","1.0",".",".","."
"Senior","","265","3.902","90.2","4.2","3.0","1.9",".",".","0.4","",".","",".",".","",".","",".","0.4",".",".","."
"Undergraduates","","1463","3.866","87.6","5.4","2.1","1.2","1.4","0.3","0.7","",".","",".",".","",".","",".","0.8","0.5",".","."
"Special","","7","4.000","71.4",".",".",".",".",".",".","",".","",".",".","",".","",".","14.3",".","14.3","."
"Graduate","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1472","3.866","87.5","5.4","2.1","1.2","1.4","0.3","0.7","",".","",".",".","",".","",".","0.8","0.5","0.1","."
