"TERM : 1234","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL HISTORY AND BIOETH Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
452
MED HIST","262","3.674","39.7","22.1","6.1","0.4","1.1","0.4","0.4","28.6","","",".",".","",".","",".","0.8",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","11","3.273","54.5","18.2","9.1",".","9.1",".","9.1","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","51","3.686","54.9","31.4","11.8",".","2.0",".",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","29","3.786","65.5","20.7","10.3",".",".",".",".","",".","",".",".","",".","",".","3.4",".",".","."
"Senior","93","3.679","52.7","36.6","6.5","1.1","1.1","1.1",".","",".","",".",".","",".","",".","1.1",".",".","."
"Undergraduates","184","3.673","55.4","31.5","8.7","0.5","1.6","0.5","0.5","",".","",".",".","",".","",".","1.1",".",".","."
"Special","2","***","","","","","","","","","","","",".","",".","",".",".",".","50.0","."
"Graduate","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","8","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","17","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","48","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
"Professionals","74","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
