"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","Dept. Total","700","3.726","61.6","26.3","8.9","1.7","1.0","0.1","",".","",".","",".",".","",".","",".","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","59","3.866","84.7","11.9","3.4",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","250","3.919","90.8","5.6","1.2","0.4",".",".","",".","",".","",".",".","",".","",".",".","2.0",".","."
"Junior","","120","3.726","86.7","7.5","3.3","1.7",".",".","",".","",".","",".",".","",".","",".",".","0.8",".","."
"Senior","","465","3.634","51.4","33.1","11.4","1.9","1.5","0.2","",".","",".","",".",".","",".","",".","0.4",".",".","."
"Undergraduates","","894","3.715","69.4","20.6","6.9","1.3","0.8","0.1","",".","",".","",".",".","",".","",".","0.2","0.7",".","."
"Special","","4","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","27","4.000","96.3",".",".",".",".",".","",".","",".","",".",".","",".","",".",".","3.7",".","."
"","Dept. Total","925","3.726","70.3","19.9","6.7","1.3","0.8","0.1","",".","",".","",".",".","",".","",".","0.2","0.8",".","."
