"","990
039","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
051","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","66.7",".",".","",".","33.3",".",".",".","."
"684
N E","Dept. Total","267","3.498","36.7","20.2","12.7","1.5","1.1","0.4","1.5","16.5","0.7",".","",".","7.1","0.7","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","3.791","73.3","13.3","13.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","11","3.929","72.7","27.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Senior","","84","3.302","35.7","34.5","15.5","2.4","2.4","1.2","4.8",".",".",".","",".",".","2.4","1.2",".","."
"Undergraduates","","110","3.420","44.5","30.9","13.6","1.8","1.8","0.9","3.6",".",".",".","",".",".","1.8","0.9",".","."
"Special","","5","***","","","","","","","","","",".","",".",".",".",".","20.0","."
"Graduate","","154","3.627","31.8","12.3","11.0","1.3",".",".",".","28.6","1.3",".","",".","12.3",".","1.3",".","."
"","Dept. Total","269","3.498","36.4","20.1","12.6","1.5","1.1","0.4","1.5","16.4","0.7",".","",".","7.1","0.7","1.1","0.4","."
