"TERM : 1234","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2022-2023","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"HORTICULTURE","","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476","HORT","","","","","","","","","","","","","","","","","","",""
"476","HORT","Dept. Total
331","3.627","64.0","8.2","6.0","2.4","2.4","0.9","0.9","8.2","0.3",".","",".","5.7","0.6",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476","HORT","","","","","","","","","","","","","","","","","","",""
"","Freshmen","2","***","","","","","","","","","",".","",".",".",".",".",".","."
